"ASX code","Company name","GICs industry group","Listing date","Market Cap"
"SKC","SKYCITY ENTERTAINMENT GROUP LIMITED","Consumer Services","29/03/1999",1672451460
"SKF","SKYFII LTD","Software & Services","17/12/1999",25180013
"SKN","SKIN ELEMENTS LIMITED","Household & Personal Products","06/01/2017",4195214
"SKO","SERKO LIMITED","Software & Services","25/06/2018",361329069
"SKS","SKS TECHNOLOGIES GROUP LIMITED","Capital Goods","01/01/1974",19141877
"SKT","SKY NETWORK TELEVISION LIMITED.","Media & Entertainment","04/07/2005",338561715
"SKY","SKY METALS LIMITED","Materials","11/03/2004",19592740
"SLA","SILK LASER AUSTRALIA LIMITED","Health Care Equipment & Services","15/12/2020",158832319
"SLB","STELAR METALS LIMITED","Class Pend","18/03/2022",10594500
"SLC","SUPERLOOP LIMITED","Telecommunication Services","04/06/2015",333998687
"SLH","SILK LOGISTICS HOLDINGS LIMITED","Transportation","09/07/2021",179331264
"SLM","SOLIS MINERALS LTD.","Materials","24/12/2021",9069998
"SLR","SILVER LAKE RESOURCES LIMITED","Materials","14/11/2007",999475158
"SLS","SOLSTICE MINERALS LIMITED","Materials","02/05/2022",15043021
"SLX","SILEX SYSTEMS LIMITED","Semiconductors & Semiconductor Equipment","07/05/1998",965209442
"SLZ","SULTAN RESOURCES LTD","Materials","16/08/2018",4441229
"SM1","SYNLAIT MILK LIMITED","Food, Beverage & Tobacco","25/11/2016",313664684
"SMI","SANTANA MINERALS LIMITED","Materials","31/05/2013",108485999
"SMN","STRUCTURAL MONITORING SYSTEMS PLC","Technology Hardware & Equipment","16/08/2004",99963821
"SMP","SMARTPAY HOLDINGS LIMITED","Financial Services","04/09/2013",350278896
"SMR","STANMORE RESOURCES LIMITED","Materials","09/12/2009",2532910492
"SMS","STAR MINERALS LIMITED","Materials","27/10/2021",2945899
"SNC","SANDON CAPITAL INVESTMENTS LIMITED","Not Applic","23/12/2013",90670478
"SND","SAUNDERS INTERNATIONAL LIMITED","Capital Goods","05/12/2007",111739629
"SNG","SIREN GOLD LIMITED","Materials","07/10/2020",13425881
"SNL","SUPPLY NETWORK LIMITED","Consumer Discretionary Distribution & Retail","10/09/1987",530662739
"SNS","SENSEN NETWORKS LIMITED","Software & Services","31/05/2007",31897149
"SNX","SIERRA NEVADA GOLD INC.","Materials","03/05/2022",8189890
"SNZ","SUMMERSET GROUP HOLDINGS LIMITED","Health Care Equipment & Services","18/07/2013",1984928895
"SO4","SALT LAKE POTASH LIMITED","Materials","03/11/2006","SUSPENDED"
"SOC","SOCO CORPORATION LTD","Software & Services","23/12/2022",34098876
"SOL","WASHINGTON H SOUL PATTINSON & COMPANY LIMITED","Energy","21/01/1903",12171836340
"SOM","SOMNOMED LIMITED","Health Care Equipment & Services","27/08/2004",74483384
"SOP","SYNERTEC CORPORATION LIMITED","Commercial & Professional Services","28/05/2013",97086585
"SOR","STRATEGIC ELEMENTS LIMITED","Financial Services","11/08/2011",53632012
"SOV","SOVEREIGN CLOUD HOLDINGS LIMITED","Software & Services","14/12/2020",16970034
"SP3","SPECTUR LIMITED","Technology Hardware & Equipment","01/08/2017",4015698
"SP8","STREAMPLAY STUDIO LIMITED","Media & Entertainment","09/06/1971",11381238
"SPA","SPACETALK LTD","Software & Services","17/07/2001",9648531
"SPD","SOUTHERN PALLADIUM LIMITED","Materials","08/06/2022",40387500
"SPK","SPARK NEW ZEALAND LIMITED","Telecommunication Services","22/08/1991",9200029580
"SPL","STARPHARMA HOLDINGS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","28/09/2000",192931746
"SPN","SPARC TECHNOLOGIES LIMITED","Materials","03/07/1986",30832443
"SPQ","SUPERIOR RESOURCES LIMITED","Materials","12/11/2007",56140274
"SPT","SPLITIT PAYMENTS LTD","Financial Services","29/01/2019",61734163
"SPX","SPENDA LIMITED","Software & Services","29/05/2002",42496530
"SPZ","SMART PARKING LIMITED","Technology Hardware & Equipment","09/01/2007",80581190
"SQ2","BLOCK INC.","Financial Services","20/01/2022",51285655871
"SQX","SQX RESOURCES LIMITED","Materials","20/02/2023",4218750
"SRG","SRG GLOBAL LIMITED","Capital Goods","17/08/2007",387005654
"SRH","SAFEROADS HOLDINGS LIMITED","Transportation","15/12/2005",5619267
"SRI","SIPA RESOURCES LIMITED","Materials","23/08/1990",4563163
"SRJ","SRJ TECHNOLOGIES GROUP PLC","Energy","18/09/2020",5965088
"SRK","STRIKE RESOURCES LIMITED","Materials","07/03/2000",20146250
"SRL","SUNRISE ENERGY METALS LIMITED","Materials","09/11/2007",110320902
"SRN","SUREFIRE RESOURCES NL","Materials","11/06/1999",31627270
"SRR","SARAMA RESOURCES LTD","Materials","02/05/2022",15167217
"SRT","STRATA INVESTMENT HOLDINGS PLC","Materials","27/05/2021",33037597
"SRV","SERVCORP LIMITED","Real Estate Management & Development","06/12/1999",296262737
"SRX","SIERRA RUTILE HOLDINGS LIMITED","Materials","27/07/2022",82726107
"SRY","STORY-I LIMITED","Consumer Discretionary Distribution & Retail","20/01/2015",2258429
"SRZ","STELLAR RESOURCES LIMITED","Materials","28/04/2005",11050940
"SSG","SHAVER SHOP GROUP LIMITED","Consumer Discretionary Distribution & Retail","01/07/2016",138873244
"SSH","SSH GROUP LTD","Energy","17/09/2021",9809978
"SSL","SIETEL LIMITED","Real Estate Management & Development","01/01/1974",62378261
"SSM","SERVICE STREAM LIMITED","Capital Goods","09/12/2004",400369511
"SSR","SSR MINING INC.","Materials","17/09/2020",4917593197
"SST","STEAMSHIPS TRADING COMPANY LIMITED","Capital Goods","30/06/1962",281244710
"ST1","SPIRIT TECHNOLOGY SOLUTIONS LTD","Telecommunication Services","22/10/1999",35309026
"STA","STRANDLINE RESOURCES LIMITED","Materials","17/05/2000",419717703
"STG","STRAKER TRANSLATIONS LIMITED","Media & Entertainment","22/10/2018",50201081
"STK","STRICKLAND METALS LIMITED","Materials","06/04/2006",66769547
"STM","SUNSTONE METALS LTD","Materials","22/03/2007",70752053
"STN","SATURN METALS LIMITED","Materials","09/03/2018",30595815
"STO","SANTOS LIMITED","Energy","01/10/1954",23773904226
"STP","STEP ONE CLOTHING LIMITED","Consumer Discretionary Distribution & Retail","01/11/2021",55602087
"STX","STRIKE ENERGY LIMITED","Energy","05/08/2004",1154991790
"SUH","SOUTHERN HEMISPHERE MINING LIMITED","Materials","05/01/2010",8030886
"SUL","SUPER RETAIL GROUP LIMITED","Consumer Discretionary Distribution & Retail","06/07/2004",2867996550
"SUM","SUMMIT MINERALS LIMITED","Materials","05/08/2022",5239140
"SUN","SUNCORP GROUP LIMITED","Insurance","07/07/1988",15983764987
"SUV","SUVO STRATEGIC MINERALS LIMITED","Materials","17/05/2011",21450901
"SVG","SAVANNAH GOLDFIELDS LIMITED","Materials","02/04/1987",29377266
"SVL","SILVER MINES LIMITED","Materials","19/01/2007",294909750
"SVM","SOVEREIGN METALS LIMITED","Materials","22/01/2007",202476260
"SVR","SOLVAR LIMITED","Financial Services","19/10/2006",335912826
"SVW","SEVEN GROUP HOLDINGS LIMITED","Capital Goods","30/04/2010",8798171441
"SVY","STAVELY MINERALS LIMITED","Materials","07/05/2014",41599899
"SW1","SWIFT NETWORKS GROUP LIMITED","Media & Entertainment","30/06/1994",10077544
"SWF","SELFWEALTH LIMITED","Financial Services","23/11/2017",40266127
"SWM","SEVEN WEST MEDIA LIMITED","Media & Entertainment","09/01/1992",605864600
"SWP","SWOOP HOLDINGS LIMITED","Telecommunication Services","06/10/1988",40670572
"SXE","SOUTHERN CROSS ELECTRICAL ENGINEERING LTD","Capital Goods","28/11/2007",180434264
"SXG","SOUTHERN CROSS GOLD LTD","Materials","16/05/2022",101118031
"SXL","SOUTHERN CROSS MEDIA GROUP LIMITED","Media & Entertainment","17/11/2005",189520328
"SYA","SAYONA MINING LIMITED","Materials","30/03/2004",2092713221
"SYM","SYMBIO HOLDINGS LIMITED","Software & Services","18/05/2006",161468224
"SYR","SYRAH RESOURCES LIMITED","Materials","11/09/2007",659917211
"SZLDA","SEZZLE INC.","Financial Services","30/07/2019","--"
"T3D","333D LIMITED","Commercial & Professional Services","27/12/2006",3189317
"T3K","TEK-OCEAN GROUP LIMITED","Energy","02/09/2021","SUSPENDED"
"T88","TAITON RESOURCES LIMITED","Materials","19/12/2022",14601909
"T92","TERRA URANIUM LIMITED","Energy","08/09/2022",10333084
"TAH","TABCORP HOLDINGS LIMITED","Consumer Services","15/08/1994",2509732584
"TAM","TANAMI GOLD NL","Materials","11/12/1986",37603105
"TAR","TARUGA MINERALS LIMITED","Materials","07/02/2012",10590402
"TAS","TASMAN RESOURCES LTD","Materials","18/12/2001",4988685
"TBA","TOMBOLA GOLD LTD","Materials","03/05/2012","SUSPENDED"
"TBN","TAMBORAN RESOURCES LIMITED","Energy","02/07/2021",311522365
"TBR","TRIBUNE RESOURCES LIMITED","Materials","04/05/1989",179440823
"TCF","360 CAPITAL ENHANCED INCOME FUND","Not Applic","17/10/2006",21689992
"TCG","TURACO GOLD LIMITED","Materials","22/07/2008",25638550
"TCL","TRANSURBAN GROUP","Transportation","14/03/1996",45037602257
"TCO","TRANSMETRO CORPORATION LIMITED","Consumer Services","17/09/1987",22081584
"TD1","TALI DIGITAL LIMITED","Health Care Equipment & Services","23/09/2004",6590311
"TDO","3D OIL LIMITED","Energy","22/05/2007",14595546
"TEE","TOP END ENERGY LIMITED","Energy","04/04/2022",14969375
"TEG","TRIANGLE ENERGY (GLOBAL) LIMITED","Energy","06/01/2006",24766519
"TEK","THORNEY TECHNOLOGIES LTD","Not Applic","10/05/2005",72144021
"TEM","TEMPEST MINERALS LIMITED","Materials","28/03/2017",8109146
"TER","TERRACOM LIMITED","Energy","22/07/2010",488589403
"TFL","TASFOODS LIMITED","Food, Beverage & Tobacco","16/12/1999",10490292
"TG1","TECHGEN METALS LTD","Materials","07/04/2021",4501779
"TG6","TG METALS LIMITED","Materials","26/05/2022",6878750
"TGA","THORN GROUP LIMITED","Consumer Discretionary Distribution & Retail","13/12/2006",35285479
"TGF","TRIBECA GLOBAL NATURAL RESOURCES LIMITED","Not Applic","12/10/2018",145764659
"TGH","TERRAGEN HOLDINGS LIMITED","Materials","11/12/2019",5820577
"TGM","THETA GOLD MINES LIMITED","Materials","07/04/2011",43620635
"TGN","TUNGSTEN MINING NL","Materials","17/12/2012",78641427
"TGP","360 CAPITAL GROUP","Financial Services","26/07/2005",179612098
"THL","TOURISM HOLDINGS RENTALS LIMITED","Transportation","02/12/2022",781322329
"THR","THOR ENERGY PLC","Materials","27/09/2006",11964564
"TI1","TOMBADOR IRON LIMITED","Materials","22/11/2004",47013612
"TIA","TIAN AN AUSTRALIA LIMITED","Real Estate Management & Development","11/12/1985",25116561
"TIE","TIETTO MINERALS LIMITED","Materials","18/01/2018",592702482
"TIG","TIGERS REALM COAL LIMITED","Materials","29/08/2011",91466917
"TIP","TEAMINVEST PRIVATE GROUP LIMITED","Financial Services","24/05/2019",57009229
"TKL","TRAKA RESOURCES LIMITED","Materials","20/11/2003",6099305
"TKM","TREK METALS LIMITED","Materials","05/07/2007",26567991
"TLC","THE LOTTERY CORPORATION LIMITED","Consumer Services","24/05/2022",11062085364
"TLG","TALGA GROUP LTD","Materials","09/07/2010",506691012
"TLM","TALISMAN MINING LIMITED","Materials","25/11/2005",37547899
"TLS","TELSTRA GROUP LIMITED","Telecommunication Services","17/11/1997",50492847533
"TLX","TELIX PHARMACEUTICALS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","15/11/2017",3648385992
"TMB","TAMBOURAH METALS LTD","Materials","12/08/2021",6040540
"TMG","TRIGG MINERALS LIMITED","Materials","03/10/2019",3222154
"TMH","THE MARKET HERALD LIMITED","Media & Entertainment","15/09/2016",109130678
"TMK","TMK ENERGY LIMITED","Energy","10/07/2008",75376190
"TML","TIMAH RESOURCES LIMITED","Utilities","16/09/2015",4526748
"TMR","TEMPUS RESOURCES LTD","Materials","15/08/2018",11538015
"TMS","TENNANT MINERALS LIMITED","Materials","17/08/2004",23542436
"TMT","TECHNOLOGY METALS AUSTRALIA LIMITED","Materials","21/12/2016",69294731
"TMX","TERRAIN MINERALS LIMITED","Materials","23/03/2006",6499196
"TMZ","THOMSON RESOURCES LIMITED","Materials","17/12/2010","SUSPENDED"
"TNE","TECHNOLOGY ONE LIMITED","Software & Services","08/12/1999",4949656388
"TNT","TESSERENT LIMITED","Software & Services","15/02/2016",66354924
"TNY","TINYBEANS GROUP LTD","Media & Entertainment","21/04/2017",12277091
"TOE","TORO ENERGY LIMITED","Energy","24/03/2006",52306652
"TON","TRITON MINERALS LTD","Materials","14/08/2009",54647446
"TOP","THORNEY OPPORTUNITIES LTD","Not Applic","22/03/2000",99212801
"TOR","TORQUE METALS LIMITED..","Materials","25/06/2021",12523815
"TOT","360 CAPITAL REIT","Equity Real Estate Investment Trusts (REITs)","22/04/2015",106883037
"TOU","TLOU ENERGY LIMITED","Energy","09/04/2013",31784340
"TOY","TOYS'R'US ANZ LIMITED","Consumer Discretionary Distribution & Retail","14/09/2000",10357040
"TPC","TPC CONSOLIDATED LIMITED","Utilities","16/07/2007",53465381
"TPD","TALON ENERGY LTD","Energy","28/02/2013",106621104
"TPG","TPG TELECOM LIMITED.","Telecommunication Services","30/06/2020",10300752846
"TPO","TIAN POH RESOURCES LIMITED","Materials","11/11/2014","SUSPENDED"
"TPW","TEMPLE & WEBSTER GROUP LTD","Consumer Discretionary Distribution & Retail","10/12/2015",593847061
"TRA","TURNERS AUTOMOTIVE GROUP LIMITED","Consumer Discretionary Distribution & Retail","28/07/2017",286110815
"TRE","TOUBANI RESOURCES INC.","Class Pend","28/11/2022",17373830
"TRJ","TRAJAN GROUP HOLDINGS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","07/06/2021",211396572
"TRM","TRUSCOTT MINING CORPORATION LIMITED","Materials","18/04/2007","--"
"TRP","TISSUE REPAIR LTD","Pharmaceuticals, Biotechnology & Life Sciences","18/11/2021",16325508
"TRS","THE REJECT SHOP LIMITED","Consumer Discretionary Distribution & Retail","01/06/2004",172904837
"TRT","TODD RIVER RESOURCES LIMITED","Materials","06/04/2017",7818570
"TRU","TRUSCREEN GROUP LIMITED","Health Care Equipment & Services","06/01/2021",11665976
"TRY","TROY RESOURCES LIMITED","Materials","05/03/1987","SUSPENDED"
"TSI","TOP SHELF INTERNATIONAL HOLDINGS LTD","Food, Beverage & Tobacco","10/12/2020",22304926
"TSK","TASK GROUP HOLDINGS LIMITED","Software & Services","25/11/2020",149061378
"TSL","TITANIUM SANDS LIMITED","Materials","22/12/1988",12657581
"TSN","THE SUSTAINABLE NUTRITION GROUP LTD","Food, Beverage & Tobacco","23/12/2003",1689155
"TSO","TESORO GOLD LTD","Materials","28/01/2004",41090890
"TTA","TTA HOLDINGS LIMITED","Consumer Discretionary Distribution & Retail","16/02/2006",2061351
"TTI","TRAFFIC TECHNOLOGIES LTD.","Transportation","17/02/1998",8334372
"TTM","TITAN MINERALS LIMITED","Materials","15/11/2006",80442572
"TTT","TITOMIC LIMITED","Materials","21/09/2017",19083196
"TUA","TUAS LIMITED","Telecommunication Services","30/06/2020",776483068
"TUL","TULLA RESOURCES PLC","Materials","18/03/2021",109413361
"TVL","TOUCH VENTURES LIMITED","Financial Services","29/09/2021",63912571
"TVN","TIVAN LIMITED","Materials","18/02/1971",120561876
"TWD","TAMAWOOD LIMITED","Consumer Durables & Apparel","14/08/2000",75778367
"TWE","TREASURY WINE ESTATES LIMITED","Food, Beverage & Tobacco","10/05/2011",9564488332
"TWR","TOWER LIMITED","Insurance","28/09/1999",218203293
"TYM","TYMLEZ GROUP LIMITED","Software & Services","13/12/2018",9829758
"TYR","TYRO PAYMENTS LIMITED","Financial Services","06/12/2019",798654997
"TYX","TYRANNA RESOURCES LIMITED","Materials","11/07/2007",57754208
"TZL","TZ LIMITED","Technology Hardware & Equipment","22/01/1987",6317703
"TZN","TERRAMIN AUSTRALIA LIMITED.","Materials","23/12/2003",69846570
"UBI","UNIVERSAL BIOSENSORS INC.","Health Care Equipment & Services","13/12/2006",48844970
"UBN","URBANISE.COM LIMITED","Software & Services","22/09/2014",31255051
"UCM","USCOM LIMITED","Health Care Equipment & Services","10/12/2003",9335887
"UMG","UNITED MALT GROUP LIMITED","Food, Beverage & Tobacco","24/03/2020",1325363568
"UNI","UNIVERSAL STORE HOLDINGS LIMITED","Consumer Discretionary Distribution & Retail","16/11/2020",342174813
"UNT","UNITH LTD","Media & Entertainment","16/12/1999",23161791
"UOS","UNITED OVERSEAS AUSTRALIA LIMITED","Real Estate Management & Development","17/02/1988",896997453
"URF","US MASTERS RESIDENTIAL PROPERTY FUND","Equity Real Estate Investment Trusts (REITs)","23/07/2012",218406085
"URW","UNIBAIL-RODAMCO-WESTFIELD","Equity Real Estate Investment Trusts (REITs)","31/05/2018",9946106145
"USL","UNICO SILVER LIMITED","Materials","19/04/2017",40095189
"USQ","US STUDENT HOUSING REIT","Equity Real Estate Investment Trusts (REITs)","08/03/2022",49431684
"UUL","ULTIMA UNITED LIMITED","Real Estate Management & Development","01/06/2007","SUSPENDED"
"UVA","UVRE LIMITED","Materials","07/06/2022",5112500
"VAL","VALOR RESOURCES LIMITED","Materials","29/08/1997",15212139
"VAR","VARISCAN MINES LIMITED","Materials","20/08/1987",4453693
"VBC","VERBREC LIMITED","Capital Goods","11/12/2007",27684521
"VBS","VECTUS BIOSYSTEMS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","23/02/2016",27658550
"VCX","VICINITY CENTRES","Equity Real Estate Investment Trusts (REITs)","05/12/2011",9195596223
"VEA","VIVA ENERGY GROUP LIMITED","Energy","13/07/2018",4974343485
"VEE","VEEM LTD","Capital Goods","26/10/2016",60395156
"VEN","VINTAGE ENERGY LTD","Energy","17/09/2018",49283349
"VG1","VGI PARTNERS GLOBAL INVESTMENTS LIMITED","Not Applic","28/09/2017",557086092
"VGL","VISTA GROUP INTERNATIONAL LIMITED.","Software & Services","11/08/2014",307115955
"VHM","VHM LIMITED","Materials","09/01/2023",159199493
"VHT","VOLPARA HEALTH TECHNOLOGIES LIMITED","Health Care Equipment & Services","27/04/2016",190567432
"VIA","VIAGOLD RARE EARTH RESOURCES HOLDINGS LIMITED","Materials","07/02/1996","SUSPENDED"
"VIG","VICTOR GROUP HOLDINGS LIMITED","Software & Services","09/05/2014",17166800
"VIP","VIP GLOVES LTD","Health Care Equipment & Services","05/02/1997","SUSPENDED"
"VIT","VITURA HEALTH LIMITED","Health Care Equipment & Services","07/11/2019",189220904
"VKA","VIKING MINES LIMITED","Materials","12/05/2010",9227326
"VLS","VITA LIFE SCIENCES LIMITED..","Pharmaceuticals, Biotechnology & Life Sciences","23/08/2007",83629649
"VMC","VENUS METALS CORPORATION LIMITED","Materials","12/06/2007",32621163
"VMG","VDM GROUP LIMITED","Capital Goods","15/02/2006",6927661
"VML","VITAL METALS LIMITED","Materials","11/10/2005",53061498
"VMM","VIRIDIS MINING AND MINERALS LIMITED","Materials","24/01/2022",7079578
"VMS","VENTURE MINERALS LIMITED","Materials","22/09/2006",33619694
"VMT","VMOTO LIMITED","Automobiles & Components","31/01/2002",75359002
"VN8","VONEX LIMITED..","Telecommunication Services","13/06/2018",8683887
"VNT","VENTIA SERVICES GROUP LIMITED","Capital Goods","19/11/2021",2309808002
"VOL","VICTORY OFFICES LIMITED","Real Estate Management & Development","14/06/2019","SUSPENDED"
"VPR","VOLT POWER GROUP LIMITED","Utilities","18/04/1991",10716208
"VR1","VECTION TECHNOLOGIES LTD","Software & Services","17/03/2017",47316737
"VR8","VANADIUM RESOURCES LIMITED","Materials","03/11/2017",41659464
"VRC","VOLT RESOURCES LIMITED","Materials","19/12/2003",43333663
"VRS","VERIS LIMITED","Commercial & Professional Services","25/06/2008",46089953
"VRX","VRX SILICA LIMITED","Materials","24/02/2011",61644333
"VSL","VULCAN STEEL LIMITED","Materials","04/11/2021",1002647404
"VSR","VOLTAIC STRATEGIC RESOURCES LTD","Energy","21/01/2011",28509257
"VTG","VITA GROUP LIMITED","Consumer Discretionary Distribution & Retail","02/11/2005",21983979
"VTI","VISIONEERING TECHNOLOGIES INC.","Health Care Equipment & Services","28/03/2017",6819202
"VTM","VICTORY METALS LIMITED","Materials","22/07/2021",16153591
"VTX","VERTEX MINERALS LIMITED","Materials","17/01/2022",7305000
"VUK","VIRGIN MONEY UK PLC","Banks","03/02/2016",3975838582
"VUL","VULCAN ENERGY RESOURCES LIMITED","Materials","30/05/2018",717033559
"VVA","VIVA LEISURE LIMITED","Consumer Services","07/06/2019",113308997
"VYS","VYSARN LIMITED","Materials","14/12/2007",50661150
"W2V","WAY 2 VAT LTD.","Software & Services","17/09/2021",5658816
"WA1","WA1 RESOURCES LTD","Materials","08/02/2022",196111456
"WA8","WARRIEDAR RESOURCES LIMITED","Materials","18/05/2011",61230493
"WAA","WAM ACTIVE LIMITED","Not Applic","11/01/2008",53298495
"WAF","WEST AFRICAN RESOURCES LIMITED","Materials","11/06/2010",916102084
"WAK","WA KAOLIN LIMITED","Materials","26/11/2020",50119208
"WAM","WAM CAPITAL LIMITED","Not Applic","12/08/1999",1723198340
"WAR","WAM STRATEGIC VALUE LIMITED","Not Applic","28/06/2021",179225132
"WAT","WATERCO LIMITED","Consumer Durables & Apparel","23/03/1989",143014625
"WAX","WAM RESEARCH LIMITED","Not Applic","19/08/2003",222982505
"WBC","WESTPAC BANKING CORPORATION","Banks","18/07/1970",74497703861
"WBE","WHITEBARK ENERGY LTD","Energy","10/03/2004",7339661
"WBT","WEEBIT NANO LTD","Semiconductors & Semiconductor Equipment","21/12/2010",1050899017
"WC1","WEST COBAR METALS LIMITED","Materials","01/10/2021",8839163
"WC8","WILDCAT RESOURCES LIMITED","Materials","04/08/2004",38397318
"WCG","WEBCENTRAL LTD","Software & Services","14/12/1999",23038836
"WCN","WHITE CLIFF MINERALS LIMITED","Materials","14/12/2007",6713381
"WDS","WOODSIDE ENERGY GROUP LTD","Energy","18/11/1971",65013192159
"WEB","WEBJET LIMITED","Consumer Services","19/11/1997",2835966196
"WEC","WHITE ENERGY COMPANY LIMITED","Energy","23/07/1999",4462622
"WEL","WINCHESTER ENERGY LTD","Energy","23/09/2014",4081688
"WES","WESFARMERS LIMITED","Consumer Discretionary Distribution & Retail","15/11/1984",58053097243
"WFL","WELLFULLY LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","29/05/2000",3943553
"WGB","WAM GLOBAL LIMITED","Not Applic","22/06/2018",653599853
"WGN","WAGNERS HOLDING COMPANY LIMITED","Materials","08/12/2017",133209252
"WGR","WESTERN GOLD RESOURCES LIMITED.","Materials","23/07/2021",3988160
"WGX","WESTGOLD RESOURCES LIMITED.","Materials","06/12/2016",719906550
"WHC","WHITEHAVEN COAL LIMITED","Energy","01/06/2007",5991304199
"WHF","WHITEFIELD INDUSTRIALS LIMITED","Not Applic","02/08/1971",604334650
"WHK","WHITEHAWK LIMITED","Software & Services","24/01/2018",8777697
"WIA","WIA GOLD LIMITED","Materials","09/03/2011",17741854
"WIN","WIDGIE NICKEL LIMITED","Materials","22/09/2021",65354335
"WKT","WALKABOUT RESOURCES LTD","Materials","07/11/2006",63628651
"WLD","WELLARD LIMITED","Food, Beverage & Tobacco","10/12/2015",22312513
"WLE","WAM LEADERS LIMITED","Not Applic","30/05/2016",1844591471
"WMA","WAM ALTERNATIVE ASSETS LIMITED","Not Applic","16/06/2014",205945983
"WMC","WILUNA MINING CORPORATION LIMITED.","Materials","28/09/2006","SUSPENDED"
"WMG","WESTERN MINES GROUP LTD","Materials","20/07/2021",50448892
"WMI","WAM MICROCAP LIMITED","Not Applic","28/06/2017",314360085
"WML","WOOMERA MINING LIMITED","Materials","15/09/2005",13386257
"WNR","WINGARA AG LTD","Food, Beverage & Tobacco","31/01/1990",10357008
"WNX","WELLNEX LIFE LIMITED","Food, Beverage & Tobacco","15/03/2017",21927117
"WOA","WIDE OPEN AGRICULTURE LTD","Food, Beverage & Tobacco","06/07/2018","SUSPENDED"
"WOR","WORLEY LIMITED","Capital Goods","28/11/2002",8637743035
"WOT","WOTSO PROPERTY","Equity Real Estate Investment Trusts (REITs)","28/10/2011",182577338
"WOW","WOOLWORTHS GROUP LIMITED","Consumer Staples Distribution & Retail","12/07/1993",46615337309
"WPR","WAYPOINT REIT","Equity Real Estate Investment Trusts (REITs)","03/08/2016",1793750180
"WQG","WCM GLOBAL GROWTH LIMITED","Not Applic","23/06/2017",228819854
"WR1","WINSOME RESOURCES LIMITED","Materials","30/11/2021",340046800
"WRK","WRKR LTD","Software & Services","19/12/2016",27974959
"WRM","WHITE ROCK MINERALS LIMITED","Materials","08/10/2010","SUSPENDED"
"WSI","WESTSTAR INDUSTRIAL LIMITED","Materials","07/06/2006",24922179
"WSP","WHISPIR LIMITED","Software & Services","19/06/2019",36639698
"WSR","WESTAR RESOURCES LIMITED","Materials","17/12/2020",4169783
"WTC","WISETECH GLOBAL LIMITED","Software & Services","11/04/2016",23628190988
"WTL","WT FINANCIAL GROUP LIMITED","Financial Services","09/03/2015",28097159
"WTN","WINTON LAND LIMITED","Real Estate Management & Development","17/12/2021",602125884
"WWG","WISEWAY GROUP LIMITED","Transportation","31/10/2018",11710571
"WWI","WEST WITS MINING LIMITED","Materials","19/12/2007",33645259
"WYX","WESTERN YILGARN NL","Materials","25/05/2007",6725413
"WZR","WISR LIMITED","Financial Services","16/03/1989",48823370
"X2M","X2M CONNECT LIMITED","Technology Hardware & Equipment","22/09/2021",14326284
"X64","TEN SIXTY FOUR LIMITED","Materials","23/12/2003","SUSPENDED"
"XAM","XANADU MINES LTD","Materials","21/12/2010",83529034
"XF1","XREF LIMITED","Software & Services","18/04/2007",30719088
"XPN","XPON TECHNOLOGIES GROUP LIMITED","Software & Services","16/12/2021",30057209
"XRF","XRF SCIENTIFIC LIMITED","Capital Goods","31/10/2006",183646699
"XRG","XREALITY GROUP LTD","Consumer Services","18/01/2013",19632375
"XRO","XERO LIMITED","Software & Services","08/11/2012",16315226820
"XST","XSTATE RESOURCES LIMITED","Energy","14/01/1988",3858230
"XTC","XANTIPPE RESOURCES LIMITED","Materials","15/08/2007",52900498
"XTE","XTEK LIMITED.","Capital Goods","15/09/2005",40195873
"YAL","YANCOAL AUSTRALIA LIMITED","Energy","28/06/2012",7011533410
"YAR","YARI MINERALS LIMITED","Materials","19/06/2006",10129514
"YBR","YELLOW BRICK ROAD HOLDINGS LIMITED","Financial Services","31/01/2008",21214794
"YOJ","YOJEE LIMITED","Software & Services","02/12/2010",15868474
"YOW","YOWIE GROUP LTD","Food, Beverage & Tobacco","15/09/1999",8742716
"YPB","YPB GROUP LTD","Commercial & Professional Services","07/03/2005",1548122
"YRL","YANDAL RESOURCES LIMITED","Materials","14/12/2018",11835231
"Z2U","ZOOM2U TECHNOLOGIES LIMITED","Software & Services","10/09/2021",14340159
"ZAG","ZULEIKA GOLD LIMITED","Materials","23/08/2010",7322709
"ZEO","ZEOTECH LIMITED","Materials","16/10/2009",70550344
"ZER","ZETA RESOURCES LIMITED","Not Applic","12/06/2013",169057277
"ZEU","ZEUS RESOURCES LIMITED","Energy","21/01/2013",10957500
"ZGL","ZICOM GROUP LIMITED","Capital Goods","12/11/1970",12873600
"ZIM","ZIMPLATS HOLDINGS LIMITED","Materials","15/10/1998",2669951883
"ZIP","ZIP CO LIMITED..","Financial Services","09/12/2009",442097872
"ZLD","ZELIRA THERAPEUTICS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","28/07/2003",10325911
"ZMI","ZINC OF IRELAND NL","Materials","18/09/2007",6301328
"ZMM","ZIMI LIMITED","Technology Hardware & Equipment","10/09/2007",3474999
"ZNC","ZENITH MINERALS LIMITED","Materials","29/05/2007",52755907
